0	1	2
Why are you laughing?	なんでみんな笑ってんの？	CC-BY 2.0 (France) Attribution: tatoeba.org #1495862 (CK) & #3553009 (tommy_san)
I don't understand it at all.	私にはさっぱり。	CC-BY 2.0 (France) Attribution: tatoeba.org #2769868 (CK) & #164710 (bunbuku)
The tourists had to leave the town before dawn.	旅行者たちは夜明け前に町を発たなければならなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #325582 (CK) & #1140562 (mookeee)
He is due to arrive tomorrow.	彼は明日着く予定だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #304115 (CK) & #99581 (bunbuku)
Tom was in his junior year in college.	トムは大学3年だった。	CC-BY 2.0 (France) Attribution: tatoeba.org #2744899 (sharptoothed) & #8703814 (small_snow)
Tom is a lazy person.	トムは怠け者。	CC-BY 2.0 (France) Attribution: tatoeba.org #2764098 (CK) & #2622241 (OrangeTart)
It isn't my fault.	私のせいじゃないよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #7197342 (CK) & #4804650 (tommy_san)
There are many parks in our town.	私たちの町には公園がたくさんあります。	CC-BY 2.0 (France) Attribution: tatoeba.org #247647 (CK) & #1152269 (bunbuku)
A few minutes' walk brought me to the shore.	２、３分歩いたら海辺に着いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #72986 (CM) & #235607 (e4zh1nmcz)
I'll go if Tom goes.	トムが行くなら私も行く。	CC-BY 2.0 (France) Attribution: tatoeba.org #3525088 (adamtrousers) & #3523968 (tommy_san)
I'm here to win.	私は勝つために、ここにいるんだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2484984 (AlanF_US) & #8599916 (small_snow)
They live on the other side of the road.	彼らは道の反対側に住んでいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #307254 (CK) & #96451 (mookeee)
It was night.	夜だった。	CC-BY 2.0 (France) Attribution: tatoeba.org #323962 (CK) & #79755 (bunbuku)
My whole body is sore.	全身に痛みがある。	CC-BY 2.0 (France) Attribution: tatoeba.org #273774 (CK) & #1920460 (Unaden)
I can't put up with the noise any longer.	あの音にもうこれ以上我慢できない。	CC-BY 2.0 (France) Attribution: tatoeba.org #254535 (CK) & #198543 (bunbuku)
What's taking you so long?	何をぐずぐずしてるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #24764 (CK) & #187626 (bunbuku)
There's no proof.	証拠がありません。	CC-BY 2.0 (France) Attribution: tatoeba.org #2252662 (CK) & #591655 (bunbuku)
I see.	わかりました。	CC-BY 2.0 (France) Attribution: tatoeba.org #2111796 (CK) & #5955914 (tatoebane)
Don't be mad.	怒るなよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2245305 (CK) & #124410 (bunbuku)
Is that a cat or a dog?	あれは猫ですか、それとも犬ですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #67041 (Eldad) & #1098410 (bunbuku)
Thanks for the tip.	いいアドバイスをありがとう。	CC-BY 2.0 (France) Attribution: tatoeba.org #2715434 (CK) & #2974228 (Fukuko)
You are absolutely right.	全くおっしゃる通りです。	CC-BY 2.0 (France) Attribution: tatoeba.org #69761 (CK) & #2912698 (tommy_san)
The waitress set a glass of juice in front of me.	ウェイトレスはジュースのグラスを私の前に置いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #65662 (CK) & #1616390 (bunbuku)
Like it or not, you have to take this medicine.	好きだろうと嫌いだろうと、この薬を飲まなければなりません。	CC-BY 2.0 (France) Attribution: tatoeba.org #1874355 (CK) & #173822 (mookeee)
This is the best camera in the store.	これが店で一番いいカメラです。	CC-BY 2.0 (France) Attribution: tatoeba.org #56166 (CK) & #218851 (tommy_san)
If I had known about your illness, I could have visited you in the hospital.	もしあなたの病気を知っていたならお見舞いに行けたんだけど。	CC-BY 2.0 (France) Attribution: tatoeba.org #70413 (CK) & #997377 (mookeee)
I don't know him at all.	私は彼を少しも知らない。	CC-BY 2.0 (France) Attribution: tatoeba.org #260896 (CK) & #153606 (bunbuku)
All I have is books.	私が持っているものと言えば本だけです。	CC-BY 2.0 (France) Attribution: tatoeba.org #999513 (CK) & #999521 (mookeee)
What's your occupation?	お仕事は何をなさってるんですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #410787 (CK) & #3190694 (tommy_san)
She is French.	彼女はフランス人だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1184258 (mookeee) & #1184260 (mookeee)
Unless you hurry, you will be late for school.	急がないと学校遅れるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #19692 (CK) & #4260199 (tommy_san)
They want to participate in the Olympic Games.	彼らはオリンピックに参加したいと思っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #305547 (CK) & #98155 (mookeee)
Give me a minute.	もう少し待ってください。	CC-BY 2.0 (France) Attribution: tatoeba.org #595454 (CK) & #194081 (bunbuku)
He has never been abroad.	彼は今まで外国に行ったことがありません。	CC-BY 2.0 (France) Attribution: tatoeba.org #294736 (CK) & #107168 (arnab)
I want you to send this parcel at once.	この小包をすぐ送ってもらいたい。	CC-BY 2.0 (France) Attribution: tatoeba.org #58460 (CM) & #221138 (mookeee)
I don't think many people can say they are satisfied with their salary.	自分の給料に満足していると言える人はそうそういないのではないだろうか。	CC-BY 2.0 (France) Attribution: tatoeba.org #953439 (CK) & #2298440 (tommy_san)
It is better to remain silent, than to talk without purpose.	目的も無しに喋るよりは、黙っている方がマシだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #873143 (Scott) & #873994 (thyc244)
I'm always forgetting people's names.	私はいつも人の名前を忘れてばかりいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #253144 (CK) & #161373 (Blanka_Meduzo)
Me, too.	私もそうです。	CC-BY 2.0 (France) Attribution: tatoeba.org #321985 (CK) & #152214 (bunbuku)
I can't be sure, but I think Tom wants to go out with Mary.	確かではないけど、トムはメアリーと付き合いたいんだと思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #1950750 (CK) & #2150367 (bunbuku)
This kind of cat doesn't have a tail.	この種の猫には尾が無い。	CC-BY 2.0 (France) Attribution: tatoeba.org #1256516 (CK) & #221274 (bunbuku)
Tom is a politician.	トムは政治家です。	CC-BY 2.0 (France) Attribution: tatoeba.org #2272850 (CK) & #3555495 (arnab)
My father always thought that he wanted to be a pilot when he was a boy.	私の父は子供のころ、パイロットになりたいと思っていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #251683 (human600) & #162830 (bunbuku)
Half of the bananas in the basket were rotten.	かごの中のバナナの半分は腐っていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #63764 (CM) & #226420 (arnab)
There used to be a lot of frogs in this pond.	この池には以前蛙がたくさんいたものだった。	CC-BY 2.0 (France) Attribution: tatoeba.org #57893 (CK) & #220571 (bunbuku)
No, I'm not well.	いいえ、体調は良くないんです。	CC-BY 2.0 (France) Attribution: tatoeba.org #2673929 (WestofEden) & #1152999 (mookeee)
Tom said he thought that he had forgotten something.	トムは何か忘れた気がすると言っていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #7182162 (CK) & #4716052 (anhgosho)
Your cake is delicious.	君のケーキはおいしいね。	CC-BY 2.0 (France) Attribution: tatoeba.org #17395 (CK) & #178543 (mookeee)
I would rather not go shopping alone.	私は一人では買い物に行きたくない。	CC-BY 2.0 (France) Attribution: tatoeba.org #256064 (CK) & #158465 (tommy_san)
Such a thing occurs frequently.	その様なことはしょっちゅう起こる。	CC-BY 2.0 (France) Attribution: tatoeba.org #43514 (jakov) & #206268 (mookeee)
I think that you're right.	あなたの言っていることは正しいと思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #1098794 (CK) & #479973 (bunbuku)
When his wife died, he received dozens of letters of sympathy.	彼の奥さんが亡くなった時、彼は何十通ものお悔み状を受け取った。	CC-BY 2.0 (France) Attribution: tatoeba.org #25703 (CK) & #1116711 (bunbuku)
Tom was late for dinner.	トムは夕食に遅れた。	CC-BY 2.0 (France) Attribution: tatoeba.org #36996 (CK) & #199794 (bunbuku)
Is it here yet?	それって、もうここにあるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2549633 (CK) & #8831968 (bunbuku)
I grew up eating Japanese food.	私は和食で育った。	CC-BY 2.0 (France) Attribution: tatoeba.org #953459 (CK) & #2298199 (e4zh1nmcz)
He lost his way in the woods.	彼は森の中で迷った。	CC-BY 2.0 (France) Attribution: tatoeba.org #269482 (CK) & #103738 (bunbuku)
I want to go back.	戻りたい。	CC-BY 2.0 (France) Attribution: tatoeba.org #1887891 (CK) & #2125721 (bunbuku)
I'll come to your place.	君のところに行くよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #17365 (CK) & #178513 (mookeee)
Now that you are eighteen, you can get a driver's license.	君はもう１８歳だから車の免許がとれるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #16413 (CK) & #177562 (bunbuku)
They say that he was very poor when he was young.	彼は若い時とても貧しかったといっている。	CC-BY 2.0 (France) Attribution: tatoeba.org #1316789 (CK) & #104551 (bunbuku)
"Give me something to write with. ""Will this do?"" ""Yes, it will do."""	「何か書くものをくれ」「これでいいですか」「うん、それでいい」	CC-BY 2.0 (France) Attribution: tatoeba.org #73751 (CK) & #236385 (mookeee)
I had him repair my watch.	彼に時計を修理してもらった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1300111 (CK) & #1005564 (mookeee)
We may as well wait.	私たちは待った方がよさそうだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #33577 (CM) & #1312973 (bunbuku)
An old woman limped along the street.	１人の老婆が不自由な足で通りを歩いていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #73110 (CK) & #235730 (e4zh1nmcz)
I was tired today so I went to bed early.	今日は疲れたので早く寝た。	CC-BY 2.0 (France) Attribution: tatoeba.org #242960 (CK) & #171515 (bunbuku)
Call me at 9:00 tomorrow.	明日9時に電話して。	CC-BY 2.0 (France) Attribution: tatoeba.org #2810824 (xylian) & #2790461 (tommy_san)
He is kind.	いい人です。	CC-BY 2.0 (France) Attribution: tatoeba.org #324290 (CK) & #229344 (bunbuku)
Optimists live longer.	楽観的な人は長生きします。	CC-BY 2.0 (France) Attribution: tatoeba.org #6008243 (CannedBread) & #8751062 (small_snow)
I don't care how you do it. Just do it.	貴方がどうやってそれをやるかはどうでもいい。ただやりなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #2315208 (CK) & #2584218 (OrangeTart)
I really hate dairy products.	私は本当に乳製品が嫌いです。	CC-BY 2.0 (France) Attribution: tatoeba.org #908820 (CM) & #934603 (thyc244)
Are you still dizzy?	まだクラクラする？	CC-BY 2.0 (France) Attribution: tatoeba.org #3424362 (CK) & #8719695 (bunbuku)
He's a DJ.	彼はＤＪです。	CC-BY 2.0 (France) Attribution: tatoeba.org #1383444 (CK) & #115002 (bunbuku)
I'm not like you.	俺はお前とは違うんだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1647836 (Spamster) & #2312660 (tommy_san)
Tom hurt Mary.	トムはメアリーを傷つけた。	CC-BY 2.0 (France) Attribution: tatoeba.org #6704236 (CK) & #6704235 (Rabbit)
Is Tom drunk?	トムは酔っているのか？	CC-BY 2.0 (France) Attribution: tatoeba.org #2244596 (CK) & #8694870 (bunbuku)
It's too difficult.	難しすぎる。	CC-BY 2.0 (France) Attribution: tatoeba.org #280805 (CK) & #123196 (verbum)
He assumed full responsibility for it.	彼がその全責任を負った。	CC-BY 2.0 (France) Attribution: tatoeba.org #283121 (CK) & #120887 (bunbuku)
We spent the afternoon eating grapes.	ブドウを食べながら午後を過ごしました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1876650 (marcelostockle) & #1920435 (Unaden)
I think Tom is good-looking.	トムってカッコイイと思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #3184201 (CK) & #3591733 (arnab)
When he was in the military, he conformed to the strict army rules.	彼は兵役中は軍隊の厳しい規則に従っていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1317041 (CM) & #100181 (mookeee)
They left the town an hour ago.	彼らは一時間前にこの町を去った。	CC-BY 2.0 (France) Attribution: tatoeba.org #306156 (CM) & #97546 (arnab)
I don't think that he will come.	彼は来ないと思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #304543 (CK) & #99154 (bunbuku)
Admission is free on Sundays.	日曜は入場無料です。	CC-BY 2.0 (France) Attribution: tatoeba.org #3258806 (CK) & #5018799 (huizi99)
Not knowing what to say, I remained silent.	なんと言っていいかわからなかったので黙っていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #24770 (CK) & #198821 (bunbuku)
We couldn't go out because of the typhoon.	あの台風で、私たちは外出できなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #400156 (CK) & #230636 (bunbuku)
They had trouble finding the place.	彼らはその場所を見つけ出すのに苦労した。	CC-BY 2.0 (France) Attribution: tatoeba.org #305803 (mamat) & #97899 (mookeee)
I hope so.	そうだといいけど。	CC-BY 2.0 (France) Attribution: tatoeba.org #51142 (CK) & #213855 (arnab)
Did Tom, by any chance, let Mary drive the car?	もしかして、トムはメアリーに車を運転させたのかい？	CC-BY 2.0 (France) Attribution: tatoeba.org #1929044 (CK) & #1929040 (Unaden)
This year the region has been hit by a severe drought.	今年その地方は厳しいかんばつに見舞われた。	CC-BY 2.0 (France) Attribution: tatoeba.org #243067 (CM) & #171408 (bunbuku)
I lost my wife in a traffic accident.	交通事故で妻を亡くしました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1398456 (Eldad) & #1627087 (mookeee)
She's afraid of the dark.	彼女は暗闇が恐い。	CC-BY 2.0 (France) Attribution: tatoeba.org #312497 (CK) & #91217 (bunbuku)
Tom goes to work by bus.	トムはバスで通勤している。	CC-BY 2.0 (France) Attribution: tatoeba.org #5488306 (CK) & #2706892 (tommy_san)
Where is the south terminal?	南ターミナルはどこですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #280796 (CK) & #123204 (bunbuku)
This room is large enough.	この部屋の広さで十分だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #57315 (CK) & #3460763 (arnab)
I found no shoes completely to my taste.	自分の好みにぴったり合う靴が見つからなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #264698 (CK) & #149860 (bunbuku)
Tom took the bottle of Scotch from his briefcase and handed it to Mary.	トムは自分の書類カバンからスコッチのボトルを取り出し、メアリーに手渡した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1867839 (CK) & #2064416 (bunbuku)
I just wanted to see what would happen.	私は何が起こるかを見たかっただけです。	CC-BY 2.0 (France) Attribution: tatoeba.org #1682297 (Spamster) & #1683402 (mookeee)
Tom can't yet tie his own shoes.	トムはまだ靴紐を結べない。	CC-BY 2.0 (France) Attribution: tatoeba.org #7519668 (CK) & #8762045 (small_snow)
Are you drunk?	酔ってるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #1294262 (CK) & #8688729 (bunbuku)
I thought you said that you were afraid to do that.	それをするのが怖いって言ってなかったけ？	CC-BY 2.0 (France) Attribution: tatoeba.org #7171764 (CK) & #8559860 (small_snow)
He has hardly any money, but he gets by.	彼はほとんどお金を持っていないが、どうにかやりくりしている。	CC-BY 2.0 (France) Attribution: tatoeba.org #2223747 (CK) & #2223745 (tommy_san)
He returned at six.	彼は六時に戻った。	CC-BY 2.0 (France) Attribution: tatoeba.org #761927 (Zifre) & #1074105 (bunbuku)
It is necessary that every member observe these rules.	すべての会員はこれらの規則を守ることが必要である。	CC-BY 2.0 (France) Attribution: tatoeba.org #51769 (CM) & #214477 (bunbuku)
You have to respect the old.	お年寄りは敬わなければならない。	CC-BY 2.0 (France) Attribution: tatoeba.org #326458 (CM) & #1102690 (mookeee)
Japanese is often said to be a difficult language to learn.	日本語は学習するのに難しい言語だとよく言われる。	CC-BY 2.0 (France) Attribution: tatoeba.org #281666 (jakov) & #122338 (bunbuku)
I want a pair of black shoes.	黒の靴がほしい。	CC-BY 2.0 (France) Attribution: tatoeba.org #8063847 (CK) & #8063907 (Ninja)
Eat anything you like.	好きなもの食べていいよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1234986 (CK) & #8532646 (small_snow)
How will they amuse the children on a wet afternoon?	雨の日の午後はどのようにして子供たちを楽しませるのだろうか。	CC-BY 2.0 (France) Attribution: tatoeba.org #26720 (CK) & #189567 (mookeee)
It is said that Japanese people are kind to people they know, but rather cold to those they don't.	日本人は知り合いには親切だが、そうでない人に対しては冷淡だと言われています。	CC-BY 2.0 (France) Attribution: tatoeba.org #281766 (CM) & #122237 (tommy__san)
We can't see the view because of these trees.	これらの木で景色が見えない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1360767 (CK) & #217756 (mookeee)
Tom resisted the temptation to lean over and kiss Mary.	トムはメアリーに顔を近づけキスをしたい気持ちを抑えた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1093067 (CK) & #2081525 (bunbuku)
Where are you going?	あなたはどこに行くのですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #416367 (phrasemix) & #769347 (arihato)
Are oranges always orange?	オレンジはずっとオレンジ色なの？	CC-BY 2.0 (France) Attribution: tatoeba.org #7870286 (CK) & #8815956 (bunbuku)
Abraham Lincoln, the 16th president of the United States, was born in a log cabin in Kentucky.	合衆国の第１６代大統領であるアブラハム・リンカーンは、ケンタッキー州の丸太小屋で生まれた。	CC-BY 2.0 (France) Attribution: tatoeba.org #241323 (CK) & #173148 (bunbuku)
What's this called?	これなんていうの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2835775 (CK) & #4772852 (tommy_san)
You are supposed to take off your shoes when entering a house in Japan.	日本では家に上がるとき、靴を脱ぐことになっています。	CC-BY 2.0 (France) Attribution: tatoeba.org #281217 (CK) & #3465073 (arnab)
He's just kidding you.	ただ君をからかっているだけだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #612039 (CK) & #203624 (arnab)
There used to be some big trees around the pond.	池の周りには大きな木が何本もあったものだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #3467017 (CK) & #3467013 (arnab)
Tom has two sons. Both of them live in Boston.	トムには二人の息子がいて、二人ともボストンに住んでいます。	CC-BY 2.0 (France) Attribution: tatoeba.org #1025256 (CK) & #8075191 (Ninja)
We can't live on 150,000 yen a month.	月に１５万では暮らしが立たない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1410970 (CK) & #1215173 (mookeee)
Drop by my office any time.	いつでもオフィスに遊びに来てください。	CC-BY 2.0 (France) Attribution: tatoeba.org #2785987 (CK) & #2786655 (tommy_san)
It seems that he's fine.	彼は元気らしい。	CC-BY 2.0 (France) Attribution: tatoeba.org #296049 (CK) & #107636 (bunbuku)
Where will we meet?	私達はどこで会いましょうか。	CC-BY 2.0 (France) Attribution: tatoeba.org #22448 (CK) & #411606 (qahwa)
It is a nice view from here.	ここからの眺めはいいですよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #62117 (CK) & #1167454 (bunbuku)
He was absent from school because of illness.	彼は病気のため、学校を休んだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #303143 (CM) & #100555 (bunbuku)
The next morning, the snowman had completely melted.	翌朝雪だるまは跡形もなく消え失せていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #324971 (CK) & #78745 (mookeee)
Are you saying that Tom was right?	トムは正しかったと言ってるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #7797917 (CK) & #7798750 (Ninja)
Tell me exactly where he lives.	彼がどこに住んでいるか正確に教えてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #283215 (CK) & #120793 (mookeee)
She kept me waiting for half an hour.	彼女は私を３０分待たせた。	CC-BY 2.0 (France) Attribution: tatoeba.org #388054 (CK) & #89293 (bunbuku)
How well do you know Tom?	トムのことをどれくらいよく知っていますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #1066910 (CK) & #1067331 (bunbuku)
He devoted his life to the study of science.	彼は科学の研究に一生をささげた。	CC-BY 2.0 (France) Attribution: tatoeba.org #294469 (CK) & #236791 (e4zh1nmcz)
I'm taking my son to the zoo this afternoon.	私は今日の午後、息子を動物園へ連れて行きます。	CC-BY 2.0 (France) Attribution: tatoeba.org #1343500 (CK) & #156960 (bunbuku)
I might be a few minutes late.	数分遅れるかもしれません。	CC-BY 2.0 (France) Attribution: tatoeba.org #1045149 (CK) & #1046244 (bunbuku)
Some cookies are stored indefinitely on users' hard drives.	いくつかのクッキーは無期限にユーザーのハードディスクに保存される。	CC-BY 2.0 (France) Attribution: tatoeba.org #1763683 (Espi) & #1894007 (Unaden)
When do you use it?	それいつ使うの？	CC-BY 2.0 (France) Attribution: tatoeba.org #3741657 (CK) & #8537255 (small_snow)
Tom, you're wanted on the phone.	トム、電話だよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2541178 (CK) & #4909308 (wat)
You're really handy, aren't you? Don't you think you'd make a good house-husband?	アンタ本当に器用ねっ。主夫とか向いてるんじゃない？	CC-BY 2.0 (France) Attribution: tatoeba.org #326843 (CM) & #76877 (mookeee)
We saw him walking across the street.	私たちは彼が道を歩いて渡っていたのを見ました。	CC-BY 2.0 (France) Attribution: tatoeba.org #284022 (CK) & #1198138 (bunbuku)
We are husband and wife.	私達は夫婦です。	CC-BY 2.0 (France) Attribution: tatoeba.org #263263 (CK) & #151293 (kmt)
Was it raining yesterday?	昨日、雨が降ってたの？	CC-BY 2.0 (France) Attribution: tatoeba.org #6268793 (CK) & #8720225 (small_snow)
You look content.	満足そうですね。	CC-BY 2.0 (France) Attribution: tatoeba.org #1342759 (Eldad) & #81074 (mookeee)
